af_id,name,organization,country,city
60025976,Tokyo University of Agriculture,"Department of Molecular Microbiology, Faculty of Life Sciences, Tokyo University of Agriculture",Japan,Tokyo
60015084,Thailand Institute of Scientific and Technological Research,"Biodiversity Research Centre, Research and Development Group for Bio-Industries, Thailand Institute of Scientific and Technological Research",Thailand,Pathum Thani
60027171,Annamalai University,"Centre of Advanced Study in Marine Biology, Faculty of Marine Science, Annamalai University",India,Parangipettai
60118346,Syracuse University,"Whitman School of Management, Syracuse University",United States,Syracuse
60116379,Arizona State University,"W. P. Carey School of Business, Arizona State University",United States,Tempe
112392709,Panyapiwat Institute of Management Demonstration School,Panyapiwat Institute of Management Demonstration School,Thailand,Nonthaburi
60039507,First Faculty of Medicine of the Charles University and General University Hospital in Prague,"Institute of Dental Medicine, First Faculty of Medicine of the Charles University and General University Hospital in Prague",Czech Republic,Prague
60271923,Bangkokthonburi University,"Faculty of Dentistry, Bangkokthonburi University",Thailand,Bangkok
60005518,Guy's & St Thomas' NHS Foundation Trust,"Department of Critical Care, King's College London, Guy's & St Thomas' NHS Foundation Trust",United Kingdom,London
60103150,Korea Institute of Toxicology,"Department of Predictive Toxicology, Korea Institute of Toxicology",South Korea,Daejeon
60104012,University of Science and Technology,"Human and Environmental Toxicology, University of Science and Technology",South Korea,Daejeon
60268758,Alliance University,"Faculty of Science and Technology, Department of Science, Alliance University",India,Bengaluru
60117367,Chinese Academy of Sciences,"CAS Key Laboratory, of Bio-based Materials, Qingdao Institute of Bioenergy and Bioprocess Technology, Chinese Academy of Sciences",China,Qingdao
60018894,Monash University,"School of Sciences, Monash University",Malaysia,NA
60016074,Yamagata University,"Graduated School of Organic Materials Science, Faculty of Engineering, Yamagata University",Japan,Yonezawa
60017511,National Chung Hsing University,"Department of Chemical Engineering, i-Center for Advanced Science and Technology (iCAST), National Chung Hsing University",Taiwan,Taichung
60008435,Tohoku University Graduate School of Dentistry,"Division of Molecular and Regenerative Prosthodontics, Tohoku University Graduate School of Dentistry",Japan,Sendai
60103900,The University of Tokyo,"Graduate School of Agricultural and Life Sciences, The University of Tokyo",Japan,"Yayoi, Bunkyo"
60071461,Central Luzon State University,"Department of Biological Sciences, College of Science, Central Luzon State University",Philippines,Science City of Muñoz
60087824,Ministry of Natural Resources,"Third Institute of Oceanography, Ministry of Natural Resources",China,Xiamen
60104225,Jiangxi University of Science and Technology,"Jiangxi Provincial Key Laboratory for Simulation and Modelling of Particulate Systems, Jiangxi University of Science and Technology",China,Nanchang
127148858,Department of Livestock Development,"Bureau of Animal Husbandry and Genetic Improvement, Department of Livestock Development",Thailand,Pathum Thani
125429392,Department of Livestock Development,"Bureau of Biotechnology in Livestock Production, Department of Livestock Development",Thailand,Pathum Thani
60027841,Akita University,"The Mining Museum, Graduate School of Engineering and Resource Science, Akita University",Japan,Akita
60238176,National Institute of Advanced Industrial Science and Technology,"Renewable Energy Research Center, National Institute of Advanced Industrial Science and Technology",Japan,Koriyama-shi
60068760,University of M'sila,"Department of Physics, Faculty of Sciences, University of M'sila",Algeria,NA
60069890,Laghouat University,"Laboratory Physico-Chemistry of Materials, Laghouat University",Algeria,Laghouat
60018475,Bowling Green State University,Bowling Green State University,United States,NA
60170520,PSG Institute of Technology and Applied Research,"Polymer Engineering Laboratory, PSG Institute of Technology and Applied Research",India,Coimbatore
60108624,Muthurangam Government Arts College,"Department of Chemistry, Muthurangam Government Arts College",India,Vellore
60116558,Istituto Officina Dei Materiali,"Consiglio Nazionale Delle Ricerche, Istituto Officina Dei Materiali",Italy,NA
60071636,The Uzbekistan Academy of Sciences,"Institute of Nuclear Physics, The Uzbekistan Academy of Sciences",Uzbekistan,Tashkent
128475180,Bozok Universitetesi Rektörlügü.,Bozok Universitetesi Rektörlügü.,Turkey,NA
60024322,Osaka University,"Department of Applied Chemistry, Graduate School of Engineering, Osaka University",Japan,"Suita, Osaka"
127013757,STIKes Wira Medika Bali,"Nursing Program, STIKes Wira Medika Bali",Indonesia,Denpasar
120027990,Kent,"Global Wound Care Educator, iWound, Kent",United States,NA
60073387,Kaohsiung Medical University,"Division of Infectious Disease, Department of Internal Medicine, Kaohsiung Medical University Hospital, Kaohsiung Medical University",Taiwan,Kaohsiung
60011357,National Sun Yat-Sen University,"School of Medicne, College of Medicine, National Sun Yat-Sen University",Taiwan,Kaohsiung
60024751,Nagoya Institute of Technology,"Advanced Ceramic Center, Nagoya Institute of Technology",Japan,Tajimi
60071376,Hanoi Medical University,"Department of Oral and Maxillofacial Surgery, School of Dentistry, Hanoi Medical University",Viet Nam,Hanoi
60002681,Philipps-University of Marburg,"Department of Oral and Maxillofacial Surgery, University Hospital of Giessen and Marburg, UKGM GmbH, Campus Marburg, Faculty of Medicine, Philipps-University of Marburg",Germany,Marburg
60023970,University Paris-Est Créteil Val de Marne (Paris XII),"Department of Plastic, Reconstructive, Esthetic and Maxillofacial Surgery, Henri Mondor University Hospital, AP-HP, Faculty of Medicine, University Paris-Est Créteil Val de Marne (Paris XII)",France,Créteil
60017630,Caritas Hospital Bad Mergentheim and Tauberfranken Prostate Centre – Academic Teaching Hospital of Julius-Maximilians-University of Würzburg,"Department of Urology, Caritas Hospital Bad Mergentheim and Tauberfranken Prostate Centre – Academic Teaching Hospital of Julius-Maximilians-University of Würzburg",Germany,Bad Mergentheim
112923257,"China Energy Group Ningxia Industry Coal Co. Ltd.,","Coal Chemical Industry Technology Research Institute, China Energy Group Ningxia Industry Coal Co. Ltd.,",China,Yinchuan
60113829,Ltd.,"SCG Chemicals, Co., Ltd.",Thailand,Bangkok
128085526,Synchrotron Light Research Institute (Public Organization),Synchrotron Light Research Institute (Public Organization),Thailand,"Muang District,Nakhon Ratchasima"
60000291,LMU Munich,"Department of Orthopaedics and Trauma Surgery, Musculoskeletal University Center Munich (MUM), University Hospital, LMU Munich",Germany,NA
60000130,University of Murcia,"Department of Biochemistry and Molecular Biology-A, Faculty of Veterinary Medicine, Regional Campus of International Excellence ""Campus Mare Nostrum"", University of Murcia",Spain,Espinardo
60108072,Universitas Muhammadiyah Jakarta,"Faculty of Public Health, Universitas Muhammadiyah Jakarta",Indonesia,Jakarta
60093787,Arizona State University West Campus,"School of Mathematical and Natural Sciences, New College of Interdisciplinary Arts and Sciences, Arizona State University West Campus",United States,Glendale
60072478,University of California,"California National Primate Research Center, University of California",United States,Davis
60008827,University of Wyoming,"UW Insect Museum, Department of Ecosystem Science and Management, University of Wyoming",United States,Laramie
60111398,Islamic Azad University,"Department of Plant Protection, Yadegar-e Imam Khomeini (RAH) Shahre Rey Branch, Islamic Azad University",Iran,Tehran
60026365,Cairo University,"Entomology Department, Faculty of Science, Cairo University",Egypt,Giza
60023195,University of Bío-Bío,"Department of Basic Sciences, University of Bío-Bío",Chile,Chillan
60085669,National Institute of Cardiology,"Department of Interventional Cardiology and Angiology, National Institute of Cardiology",Poland,Warsaw
60025902,Waikato Hospital,"Department of Cardiology, Waikato Hospital",New Zealand,Hamilton
118323150,National Research Center for Cardiac Surgery,"Catheterization Laboratory, National Research Center for Cardiac Surgery",Kazakhstan,Astana
113404719,ASTER MIMS Hospital,"Department of Adult Cardiology, ASTER MIMS Hospital",India,Kozhikode
60001139,Lokmanya Tilak Municipal Medical College and General Hospital,"Department of Cardiology, Lokmanya Tilak Municipal Medical College and General Hospital",India,Sion
60026389,Government Medical College,"Department of Cardiology, Government Medical College",India,Calicut
60000653,Christian Medical College Hospital,"Department of Cardiology, Cardiology Unit 2, Christian Medical College Hospital",India,Vellore
101369410,Ruby Hall Clinic,"Department of Cardiology, Ruby Hall Clinic",India,Pune
60021599,King George's Medical University,"Department of Cardiology (Lari Heart Center), King George's Medical University",India,Lucknow
60012073,Manipal Hospital,"Department of Cardiology, Manipal Hospital",India,Bengaluru
60114388,KMCT Medical College Hospital,"KMCT Heart Institute, KMCT Medical College Hospital",India,Kozhikode
106727469,Baby Memorial Hospital,"Department of Cardiology, Baby Memorial Hospital",India,Calicut
127614401,NH Institute of Cardiac Sciences,"Department of Cardiology, NH Institute of Cardiac Sciences",India,Bangalore
60006564,Copenhagen University Hospital,"Department of Cardiology, Rigshospitalet, Copenhagen University Hospital",Denmark,Copenhagen
60020321,Univ. Southern Queensland,"School of Civil Engineering and Surveying, Univ. Southern Queensland",Australia,NA
60078566,Vietnam National University Ho Chi Minh City (VNU-HCM),"Faculty of Civil Engineering, Vietnam National University Ho Chi Minh City (VNU-HCM)",Viet Nam,Ho Chi Minh City
60005036,University Medical Center Hamburg-Eppendorf,"Department of Stem Cell Transplantation, University Medical Center Hamburg-Eppendorf",Germany,Hamburg
60002058,The Ohio State University,"Division of Hematology, James Cancer Center, The Ohio State University",United States,Columbus
60023009,The University of Pennsylvania,"Blood and Marrow Transplantation Program, Abramson Cancer Center, Perelman School of Medicine, The University of Pennsylvania",United States,Philadelphia
60030807,University of Regensburg,"Department of Hematology and Oncology, Internal Medicine III, University of Regensburg",Germany,Regensburg
60030769,Vanderbilt University Medical Center,"Pediatric Stem Cell Transplant Program, Vanderbilt University Medical Center",United States,Nashville
60032515,University Hospital of Würzburg,"Department of Internal Medicine II, University Hospital of Würzburg",Germany,Würzburg
60007474,City of Hope National Medical Center,"Hematology/Hematopoietic Cell Transplant, City of Hope National Medical Center",United States,Duarte
60017905,Ospedale Bambino Gesù,Ospedale Bambino Gesù,Italy,Rome
60020565,Children's Hospital Los Angeles,"Division of Hematology, Oncology, and Blood and Marrow Transplantation, Children's Hospital Los Angeles",United States,Los Angeles
60000928,Emory University,"Aflac Cancer and Blood Disorders Center, Emory University",United States,Atlanta
60027565,Columbia University Medical Center,"Blood and Marrow Transplantation Program, Columbia University Medical Center",United States,New York
60029931,Universitatsklinik Erlangen,"Medizin Klinik III/Poliklinik, Universitatsklinik Erlangen",Germany,Erlangen
60030319,University of Toronto,"Division of Hematology/Oncology/BMT, The Hospital for Sick Children, University of Toronto",Canada,Toronto
60004737,University of Pécs,"Institute of Psychology, University of Pécs",Hungary,Pécs
60159959,ISMAI University Institute of Maia,"School of Psychology, ISMAI University Institute of Maia",Portugal,Porto
60078545,Umm Al-Qura University,"Mechanical Engineering Department, College of Engineering and Islamic Architecture, Umm Al-Qura University",Saudi Arabia,Makkah
60070813,University of Sharjah,"Sustainable and Renewable Energy Engineering Department, University of Sharjah",United Arab Emirates,NA
60108639,AL-Mustaqbal University College,"Air Conditioning and Refrigeration Department, AL-Mustaqbal University College",Iraq,Hillah
60272065,Rajamangala University of Technology Rattanakosin,"Department of Materials Engineering, Faculty of Engineering, Rajamangala University of Technology Rattanakosin",Thailand,Nakhon Pathom
60109585,University of Architecture Ho Chi Minh City,"Faculty of Engineering, University of Architecture Ho Chi Minh City",Viet Nam,Ho Chi Minh
60024542,South China University of Technology,"School of Software Engineering, South China University of Technology",China,Guangzhou
60112903,Baidu,"Intelligent Healthcare Unit, Baidu",China,NA
60008970,Singapore National Eye Centre and Duke-NUS Medical School,Singapore National Eye Centre and Duke-NUS Medical School,Singapore,NA
121731655,Inc,"Century Pharmaceuticals, Inc",United States,Indianapolis
60032838,Stanford University School of Medicine,"Department of Radiology, Stanford University School of Medicine",United States,NA
60014739,UT Southwestern Medical Center,"Department of Radiology, UT Southwestern Medical Center",United States,Dallas
60025812,University of Thessaly,"Department of Civil Engineering, University of Thessaly",Greece,Volos
60027762,Meijo University,"Graduate School of Environmental and Human Sciences, Meijo University",Japan,Nagoya
60123531,Shanghai Jiao Tong University,"State Key Laboratory of Microbial metabolism, Joint International Research Laboratory of Metabolic & Developmental Sciences, Department of Bioinformatics and Biostatistics, School of Life Sciences and Biotechnology, Shanghai Jiao Tong University",China,Shanghai
117894243,Shanghai Children’s Hospital,"Center for Biomedical Informatics, Engineering Research Center for Big Data in Pediatric Precision Medicine, Shanghai Children’s Hospital",China,Shanghai
60010307,University of Colorado,"Distinguished Professor/Dean Emerita, University of Colorado",United States,Denver
60019188,The University of Texas at Tyler,The University of Texas at Tyler,United States,Tyler
60023659,Matre Research Station,"Reproduction and Developmental Biology, Institute of Marine Research (IMR), Matre Research Station",Norway,NA
60072225,Kongunadu Arts and Science College,"Department of Zoology, Kongunadu Arts and Science College",India,Coimbatore
100465672,Government ArtsCollege,"PG & Research Department of Zoology, Government ArtsCollege",India,Chidambaram
60015543,University of Pittsburgh Swanson School of Engineering,"Department of Bioengineering, University of Pittsburgh Swanson School of Engineering",United States,Pittsburgh
60091516,Center of Excellence on Hazardous Substance Management (HSM),"Research Program on Development of Technology and Management Guideline for Green Community, Center of Excellence on Hazardous Substance Management (HSM)",Thailand,Bangkok
60105961,Barcelona Institute for Global Health (ISGlobal),Barcelona Institute for Global Health (ISGlobal),Spain,Barcelona
60025780,University of Barcelona,"Faculty of Medicine and Health Sciences, University of Barcelona",Spain,Barcelona
60007033,City University of New York Graduate School of Public Health and Health Policy (CUNY SPH),City University of New York Graduate School of Public Health and Health Policy (CUNY SPH),United States,New York City
107713927,Independent Researcher,Independent Researcher,United States,Sioux Falls
60094841,Centre for the AIDS Program of Research in South Africa (CAPRISA),Centre for the AIDS Program of Research in South Africa (CAPRISA),South Africa,Durban
60007997,Cornell University,"Weill Cornell Medicine, Cornell University",United States,Ithaca
60072750,Qatar Foundation-Education City,"Weill Cornell Medicine-Qatar, Cornell University, Qatar Foundation-Education City",Qatar,Doha
60014013,Pan American Health Organisation,Pan American Health Organisation,United States,Washington
128374463,UNITE Global Parliamentarians Network,UNITE Global Parliamentarians Network,Portugal,Lisbon
60002440,Catholic University of Portugal,"Institute of Health Sciences (CIIS), Catholic University of Portugal",Portugal,Lisbon
60028421,University of Colorado School of Medicine,University of Colorado School of Medicine,United States,Aurora
60026004,Oswaldo Cruz Foundation (Fiocruz),Oswaldo Cruz Foundation (Fiocruz),Brazil,Rio de Janeiro
60013710,University of Bahia,University of Bahia,Brazil,Salvador
60077768,New England Complex Systems Institute,New England Complex Systems Institute,United States,Cambridge
60272403,Manhiça Health Research Center (CISM),Manhiça Health Research Center (CISM),Mozambique,Maputo
60032907,Catalan Institute for Research and Advanced Studies (ICREA),Catalan Institute for Research and Advanced Studies (ICREA),Spain,Barcelona
60085099,Biomedical Research Consortium in Epidemiology and Public Health (CIBERESP),Biomedical Research Consortium in Epidemiology and Public Health (CIBERESP),Spain,Madrid
60006704,Doctors Without Borders (MSF),Doctors Without Borders (MSF),Switzerland,Geneva
127875730,Baraka Impact Finance,Baraka Impact Finance,Switzerland,Geneva
60014965,Colorado School of Mines,"Payne Institute, Colorado School of Mines",United States,Golden
60199493,National Yang Ming Chiao Tung University,National Yang Ming Chiao Tung University,Taiwan,Taipei
60028333,University of New South Wales (UNSW) Sydney,University of New South Wales (UNSW) Sydney,Australia,Sydney
60031363,Chinese Center for Disease Control and Prevention,Chinese Center for Disease Control and Prevention,China,Beijing
60007653,Georgetown University,"The O’Neill Institute for National and Global Health Law, Georgetown University",United States,Washington
60003344,Burnet Institute,Burnet Institute,Australia,Melbourne
102070278,Wilton Park,Wilton Park,United Kingdom,Steyning
60021479,University Medical Centre,"Clinic for Infectious Diseases and Febrile Illnesses, University Medical Centre",Slovenia,Ljubljana
60021802,University of Ljubljana,"Faculty of Medicine, University of Ljubljana",Slovenia,Ljubljana
126269171,University Teaching Hospital of Butare,University Teaching Hospital of Butare,Rwanda,Butare
60008924,Paris Dauphine University - PSL,Paris Dauphine University - PSL,France,Paris
60008134,French National Centre for Scientific Research (CNRS),French National Centre for Scientific Research (CNRS),France,Grenoble
127035756,Dr. Rajendra Prasad Government Medical College,Dr. Rajendra Prasad Government Medical College,India,Himachal Pradesh
60008935,BRAC University,"James P. Grant School of Public Health, BRAC University",Bangladesh,Dhaka
112434858,Plenitud Foundation,Plenitud Foundation,Dominican Republic,Santo Domingo
60071929,University of Costa Rica,University of Costa Rica,Costa Rica,San José
60078830,University of Auckland,"Faculty of Medical and Health Sciences, University of Auckland",New Zealand,Auckland
128934137,Independent Philosopher,Independent Philosopher,Denmark,Copenhagen
60008981,Houston Methodist Research Institute,"Department of Neurosurgery, Houston Methodist Research Institute",United States,Houston
125534017,International Digital Health & AI Research Collaborative (I-DAIR),International Digital Health & AI Research Collaborative (I-DAIR),Switzerland,Geneva
60116402,University of Global Health Equity,University of Global Health Equity,Rwanda,Kigali
60071584,Ifakara Health Institute,Ifakara Health Institute,Tanzania,Dar es Salaam
125124833,Baku Health Centre,Baku Health Centre,Azerbaijan,Baku
126142204,Mogadishu University,Mogadishu University,Somalia,Mogadishu
118622427,Generations for Health,Generations for Health,Spain,Madrid
60019295,Karolinska University Hospital,Karolinska University Hospital,Sweden,Stockholm
112589521,Ministry of Health and Population,Ministry of Health and Population,Haiti,Port-au-Prince
128934069,Hurlingham National University,Hurlingham National University,Argentina,Hurlingham
60100879,Graduate Institute of International and Development Studies,Graduate Institute of International and Development Studies,Switzerland,Geneva
60016332,King Faisal Specialist Hospital and Research Centre,King Faisal Specialist Hospital and Research Centre,Saudi Arabia,Riyadh
60071885,Kwame Nkrumah University of Science and Technology,Kwame Nkrumah University of Science and Technology,Ghana,Kumasi
60015323,Ain Shams University,"Community Medicine Department, Faculty of Medicine, Ain Shams University",Egypt,Cairo
117280916,University of The Americas,"Faculty of Health and Social Sciences, University of The Americas",Chile,Santiago
60030835,University of Alberta,University of Alberta,Canada,Edmonton
60116801,University of Health and Allied Sciences,University of Health and Allied Sciences,Ghana,Ho
112830541,European Public Health Alliance,European Public Health Alliance,Belgium,Brussels
128000146,Ministry of Health and Wellness Belize,Ministry of Health and Wellness Belize,Belize,Belmopan
60097423,Aids Healthcare Foundation,Aids Healthcare Foundation,Brazil,São Paulo
60028378,Stockholm University,"Department of Physics, Stockholm University",Sweden,Stockholm
60114207,Yenepoya University,"Centre For Ethics, Yenepoya University",India,Mangaluru
128933977,Smart Phases,Smart Phases,United States,Plattsburgh
101329047,Bitran y Asociados,Bitran y Asociados,Chile,Santiago
60006288,Delft University of Technology,Delft University of Technology,Netherlands,Delft
122819639,Transmissible,Transmissible,Netherlands,Houten
60007902,Technische Universität Braunschweig,"Institute of Genetics, Technische Universität Braunschweig",Germany,Braunschweig
114418938,Management Sciences for Health,Management Sciences for Health,United States,Medford
60001711,University of Cassino and Southern Lazio,University of Cassino and Southern Lazio,Italy,Cassino
60196602,Makerere University College of Health Sciences,"Department of Medicine, Makerere University College of Health Sciences",Uganda,Kampala
60006469,Universidad del Desarrollo,Universidad del Desarrollo,Chile,Santiago
122232533,The Global Fund,The Global Fund,Switzerland,Geneva
60031984,Catholic University of the Sacred Heart,Catholic University of the Sacred Heart,Italy,Rome
60072796,University of Zambia,University of Zambia,Zambia,Lusaka
60055372,Fattouma Bourguiba Teaching Hospital,Fattouma Bourguiba Teaching Hospital,Tunisia,Monastir
60072923,Ministry of Health Seychelles,Ministry of Health Seychelles,Seychelles,Victoria
60068522,National Aerospace University “Kharkiv Aviation Institute”,National Aerospace University “Kharkiv Aviation Institute”,Ukraine,Kharkiv
60031101,University of Cambridge,University of Cambridge,United Kingdom,Cambridge
60273754,Cairo University Hospitals,Cairo University Hospitals,Egypt,Cairo
124372109,Africa Research Excellence Fund (AREF),Africa Research Excellence Fund (AREF),United Kingdom,London
60009149,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,Mexico,Mexico City
114865553,Onom Foundation,Onom Foundation,Mongolia,Ulaanbaatar
60042202,Government of India,"National Centre for Disease Control and National Vector Borne Disease Control Programme, Government of India",India,Delhi
60001478,University of Bucharest,University of Bucharest,Romania,Bucharest
60072828,Kabul University of Medical Sciences,Kabul University of Medical Sciences,Afghanistan,Kabul
60016437,University of Gothenburg,University of Gothenburg,Sweden,Gothenburg
60006872,CONICET/National University of Tres de Febrero,CONICET/National University of Tres de Febrero,Argentina,Caseros
60019864,Federation of American Scientists,Federation of American Scientists,United States,Washington
128934088,Social Security Board,Social Security Board,Belize,Belize City
60071347,The University of the West Indies,The University of the West Indies,Jamaica,Kingston
111245477,Center for the Study of Equity and Governance in Health Systems,Center for the Study of Equity and Governance in Health Systems,Guatemala,Guatemala City
124376500,Biomedical Research and Therapeutic Vaccines Institute,Biomedical Research and Therapeutic Vaccines Institute,Venezuela,Ciudad Bolivar
112671047,National Center for Disease Control and Public Health of Georgia,National Center for Disease Control and Public Health of Georgia,Georgia,Tbilisi
60071237,Cayetano Heredia University,"School of Public Health, Cayetano Heredia University",Peru,Lima
128934441,MAMC & Associated Hospitals New Delhi,MAMC & Associated Hospitals New Delhi,India,New Delhi
60072777,University of Lomé,University of Lomé,Togo,Lomé
128934015,Organised Medicine Academic Guild—OMAG,Organised Medicine Academic Guild—OMAG,India,Mumbai
60026438,Simon Bolivar University,Simon Bolivar University,Venezuela,Caracas
60002999,University of Haifa,University of Haifa,Israel,Haifa
60012070,University of Leeds,University of Leeds,United Kingdom,Leeds
60025666,Indian Council of Medical Research,Indian Council of Medical Research,India,New Delhi
60022420,National Institute of Public Health,National Institute of Public Health,Mexico,Cuernavaca
60071484,St Luke’s Medical Center College of Medicine,St Luke’s Medical Center College of Medicine,Philippines,Quezon City
60069009,Medical University of Warsaw,"Department of Public Health, Medical University of Warsaw",Poland,Warsaw
123822524,Ankara City Hospital Infectious Diseases and Clinical Mirobiology,Ankara City Hospital Infectious Diseases and Clinical Mirobiology,Turkey,Ankara
126597349,Independent Researcher,Independent Researcher,Mauritius,Port Louis
60071093,Ministry of Health,Ministry of Health,Sri Lanka,Colombo
60071457,Ateneo School of Government,Ateneo School of Government,Philippines,Quezon City
108331315,Independent Consultant,Independent Consultant,Egypt,Cairo
60027086,University of Alabama at Birmingham,University of Alabama at Birmingham,United States,Birmingham
60002441,Baylor College of Medicine,"National School of Tropical Medicine, Baylor College of Medicine",United States,Houston
128933963,19 To Zero,19 To Zero,Canada,Calgary
60257441,Academy of Sciences and Arts of Bosnia and Herzegovina,"Center for Disease Control and Geohealth Studies, Academy of Sciences and Arts of Bosnia and Herzegovina",Bosnia and Herzegovina,Sarajevo
125840677,COHRED,COHRED,Switzerland,Geneva
60007307,International Center for Research on Women,International Center for Research on Women,United States,Washington
128780202,Centre for Digital Therapeutics,Centre for Digital Therapeutics,Canada,Toronto
60052016,Aga Khan University,Aga Khan University,Pakistan,Karachi
60024541,NYU Grossman School of Medicine,NYU Grossman School of Medicine,United States,New York City
60019337,University Mohammed V,"School of Medicine and Pharmacy, University Mohammed V",Morocco,Rabat
60122094,University of Vlore “Ismail Qemali” Albania,"Research Centre of Public Health, Faculty of Health, University of Vlore “Ismail Qemali” Albania",Albania,Vlorë
60069621,Gamaleya National Research Center for Epidemiology and Microbiology of the Ministry of Health of the Russian Federation,Gamaleya National Research Center for Epidemiology and Microbiology of the Ministry of Health of the Russian Federation,Russian Federation,Moscow
60071784,Ministry of Health,"Royal Hospital, Ministry of Health",Oman,Muscat
60071659,Tashkent Pediatric Medical Institute,Tashkent Pediatric Medical Institute,Uzbekistan,Tashkent
60033125,University of Leicester,University of Leicester,United Kingdom,Leicester
109408329,African Center for Global Health and Social Transformation,African Center for Global Health and Social Transformation,Uganda,Kampala
60212058,College of Medicine Korea University,"Division of Infectious Diseases, Guro Hospital, College of Medicine Korea University",South Korea,Seoul
60030551,Syracuse University,Syracuse University,United States,Syracuse
123068105,Coalition of Epidemic Preparedness Innovations (CEPI),Coalition of Epidemic Preparedness Innovations (CEPI),Norway,Oslo
128933967,Institute of Family Medicine and Primary Care,Institute of Family Medicine and Primary Care,India,Greater Noida
60003059,London School of Economics & Political Science,London School of Economics & Political Science,United Kingdom,London
60016450,Bradford Institute for Health Research & Bradford Teaching Hospitals NHS Foundation Trust,Bradford Institute for Health Research & Bradford Teaching Hospitals NHS Foundation Trust,United Kingdom,Bradford
60029329,St Georges University of London,St Georges University of London,United Kingdom,London
60077577,University Ziane Achour Djelfa,University Ziane Achour Djelfa,Algeria,Djelfa
60001563,University of Buenos Aires/Health Systems Global,University of Buenos Aires/Health Systems Global,Argentina,Buenos Aires
60077581,Khemis-Miliana University,"Faculty of Social and Human Sciences, Khemis-Miliana University",Algeria,Khemis Miliana
60027708,Digestive Disease Research Institute Tehran University of Medical Sciences,Digestive Disease Research Institute Tehran University of Medical Sciences,Iran,Tehran
60027090,Virginia Tech,Virginia Tech,United States,Blacksburg
60139088,University of Cabo Verde,University of Cabo Verde,Cape Verde,Praia
128934039,Instituto #SaludsinBulos,Instituto #SaludsinBulos,Spain,Madrid
60072885,Ministry of Health,"University of Health Sciences, Ministry of Health",Laos,Vientiane
60100870,Foundation for Innovative New Diagnostics,Foundation for Innovative New Diagnostics,Switzerland,Geneva
118735634,Institute of Health Research Epidemiological Surveillance and Trainings (IRESSEF),Institute of Health Research Epidemiological Surveillance and Trainings (IRESSEF),Senegal,Dakar
100772138,Universal Health Monitor,Universal Health Monitor,United States,Bethesda
60001490,University of Glasgow,University of Glasgow,United Kingdom,Glasgow
60032813,Ministry of Health and College of Medicine Alfaisal University,"King Saud Medical City, Ministry of Health and College of Medicine Alfaisal University",Saudi Arabia,Riyadh
60007898,Amrita Institute of Medical Sciences,Amrita Institute of Medical Sciences,India,Kochi
60000840,International Food Policy Research Institute,International Food Policy Research Institute,India,New Delhi
128525044,Goldman Hine LLP,Goldman Hine LLP,Canada,Toronto
128934099,University Hospital Center Riejka,"Department of Gastroeterology, University Hospital Center Riejka",Croatia,Riejka
60068827,University of Belgrade,"School of Medicine, University of Belgrade",Serbia,Belgrade
60008539,University of Galway,"MaREI Centre, Ryan Institute & School of Engineering, University of Galway",Ireland,Galway
60015186,University of Saskatchewan,University of Saskatchewan,Canada,Saskatoon
60004636,Northumbria University,"Department of Applied Sciences, Faculty of Health and Life Sciences, Northumbria University",United Kingdom,Newcastle
60028134,New York State Department of Health,New York State Department of Health,United States,Albany
128934458,Faith to Action Network,Faith to Action Network,Kenya,Nairobi
60068651,International University of Catalonia,International University of Catalonia,Spain,Barcelona
60138720,IntraHealth International,IntraHealth International,Kenya,Nairobi
60070562,African Population and Health Research Center,African Population and Health Research Center,Kenya,Nairobi
60029543,Masaryk University,Masaryk University,Czech Republic,Brno
60277125,National Academy of Sciences of Ukraine,"Institute of Hydromechanics, National Academy of Sciences of Ukraine",Ukraine,Kiev
60057834,International Livestock Research Institute,International Livestock Research Institute,Kenya,Nairobi
60072630,University “Ss. Cyril and Methodius”,"University Clinic of Gastroenterohepatology, Faculty of Medicine, University “Ss. Cyril and Methodius”",North Macedonia,Skopje
60029622,University of Bergen,University of Bergen,Norway,Bergen
60193233,Dar Al Uloom University,"College of Dentistry, Dar Al Uloom University",Saudi Arabia,Riyadh
112817285,Congolese Foundation for Medical Research,Congolese Foundation for Medical Research,Congo,Brazzaville
128934471,World Health Network,"Covid Action Group, World Health Network",Norway,Son
60004502,Marmara University,"Department of Infectious Diseases, Internal Medicine, School of Medicine, Marmara University",Turkey,Istanbul
124186624,Effective Basic Services (eBASE) Africa,Effective Basic Services (eBASE) Africa,Cameroon,Bamenda
60015322,Institute of Global Health,"University of Geneva, Institute of Global Health",Switzerland,Geneva
121643155,Franciscus Gasthuis en Vlietland,Franciscus Gasthuis en Vlietland,Netherlands,Rotterdam
60019595,Wayne State University School of Medicine,Wayne State University School of Medicine,United States,Detroit
128934356,International Independent Expert on Health Systems,International Independent Expert on Health Systems,Nicaragua,Managua
126239427,McGill School of Population and Global Health,McGill School of Population and Global Health,Canada,Montreal
119667200,Training for Health Equity Network: THEnet,Training for Health Equity Network: THEnet,United States,New York City
124518998,Drugs for Neglected Diseases initiative,Drugs for Neglected Diseases initiative,Switzerland,Geneva
127607920,Two Oceans in Health,Two Oceans in Health,Dominican Republic,Santo Domingo
